City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
270,Wattegama,LK,2022-07-03 16:20:31,6.7989,81.4808,76.26,91,91,0.65
271,Rodrigues Alves,BR,2022-07-03 16:20:31,-7.738,-72.6509,88.0,46,81,3.33
272,Brownwood,US,2022-07-03 16:20:09,31.7093,-98.9912,93.2,50,0,6.91
273,Bhabua,IN,2022-07-03 16:20:32,25.05,83.6167,93.09,50,95,8.32
274,Road Town,VG,2022-07-03 16:19:49,18.4167,-64.6167,86.09,74,40,13.8
275,Tadine,NC,2022-07-03 16:21:33,-21.55,167.8833,72.81,75,79,12.37
276,Talnakh,RU,2022-07-03 16:21:33,69.4865,88.3972,52.21,66,52,15.28
277,Elat,IL,2022-07-03 16:21:34,29.5581,34.9482,100.24,14,0,10.36
278,Angoche,MZ,2022-07-03 16:21:34,-16.2325,39.9086,72.39,74,36,7.96
279,Buala,SB,2022-07-03 16:21:35,-8.145,159.5921,79.39,82,10,10.36
280,Whitehorse,CA,2022-07-03 16:21:35,60.7161,-135.0538,61.57,63,0,2.3
281,Baruun-Urt,MN,2022-07-03 16:21:36,46.6806,113.2792,66.02,79,100,9.93
282,Askarovo,RU,2022-07-03 16:21:36,53.3372,58.5089,63.55,55,75,8.95
283,Danjiangkou,CN,2022-07-03 16:21:37,32.5428,111.5086,80.83,74,55,6.82
284,Aviles,ES,2022-07-03 16:21:37,43.5547,-5.9248,63.79,93,75,6.91
285,Villa Sandino,NI,2022-07-03 16:21:37,12.0483,-84.9936,79.97,94,100,11.45
286,Dolores,AR,2022-07-03 16:21:38,-36.3132,-57.6792,54.77,28,11,7.0
287,Beitbridge,ZW,2022-07-03 16:21:38,-22.2167,30.0,71.85,44,6,3.31
288,Iaciara,BR,2022-07-03 16:21:39,-14.0958,-46.6317,87.46,24,3,7.76
289,Aklavik,CA,2022-07-03 16:21:39,68.2191,-135.0107,75.2,57,20,4.61
290,Katsuura,JP,2022-07-03 16:21:40,35.1333,140.3,76.89,84,100,16.8
291,Brownsville,US,2022-07-03 16:17:25,25.9018,-97.4975,93.2,60,40,13.8
292,Clayton,US,2022-07-03 16:21:40,33.5335,-84.3666,91.0,67,75,5.75
293,Praia Da Vitoria,PT,2022-07-03 16:21:41,38.7333,-27.0667,70.75,68,75,10.83
294,Faanui,PF,2022-07-03 16:21:41,-16.4833,-151.75,78.64,67,43,14.47
