City_ID,City,Country,Lat,Lon,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Inhambane,MZ,-23.865,35.3833,68.13,79,0,6.55,clear sky
347,Kamina,CD,-8.7386,24.9906,63.05,52,0,3.67,clear sky
348,Popondetta,PG,-8.7537,148.2534,73.63,85,20,2.75,few clouds
349,Faya,SA,18.3851,42.4509,75.31,29,92,6.02,light rain
350,Key Largo,US,25.0865,-80.4473,90.0,68,89,13.04,overcast clouds
351,Nizhnevartovsk,RU,60.9344,76.5531,53.62,87,0,7.0,clear sky
352,Gat,IL,31.61,34.7642,79.48,100,3,2.44,clear sky
353,Ambon,ID,-3.6954,128.1814,78.24,15,40,3.44,scattered clouds
354,Srednekolymsk,RU,67.45,153.6833,58.12,50,100,7.67,overcast clouds
355,Ulaangom,MN,49.9811,92.0667,56.52,53,86,4.74,overcast clouds
356,Salalah,OM,17.0151,54.0924,82.49,89,100,4.61,overcast clouds
357,Rafaela,AR,-31.2503,-61.4867,64.0,19,73,3.0,broken clouds
358,Hasaki,JP,35.7333,140.8333,79.2,80,100,12.03,light rain
359,Karratha,AU,-20.7377,116.8463,59.95,31,10,20.74,clear sky
360,Kenai,US,60.5544,-151.2583,67.03,75,0,3.44,clear sky
361,Valdivia,CL,-39.8142,-73.2459,48.29,84,97,10.27,overcast clouds
362,Abu Samrah,SY,35.3029,37.1841,77.4,43,0,9.1,clear sky
363,Aklavik,CA,68.2191,-135.0107,84.51,31,18,10.27,few clouds
364,Pontianak,ID,-0.0333,109.3333,75.18,100,75,2.3,broken clouds
365,Xiangxiang,CN,27.7333,112.5333,75.92,98,100,3.58,overcast clouds
366,Te Anau,NZ,-45.4167,167.7167,37.18,89,25,2.46,scattered clouds
367,Marsa Matruh,EG,31.3525,27.2453,79.0,78,0,9.22,clear sky
368,Saldanha,ZA,-33.0117,17.9442,53.65,85,0,7.61,clear sky
369,Yuzhnyy,RU,53.2542,83.6936,57.58,82,0,2.24,clear sky
370,Mount Gambier,AU,-37.8333,140.7667,47.23,93,27,4.29,scattered clouds
371,Paranga,RU,56.7039,49.4047,50.61,92,36,7.61,scattered clouds
372,Namatanai,PG,-3.6667,152.4333,79.14,81,22,8.37,light rain
373,Codrington,AU,-38.2667,141.9667,48.6,89,31,5.46,scattered clouds
374,Marietta,US,33.9526,-84.5499,92.68,69,100,14.97,thunderstorm
375,Axim,GH,4.8699,-2.2405,76.64,82,35,8.66,scattered clouds
376,Irbil,IQ,36.1926,44.0106,85.82,21,0,5.75,clear sky
377,Azangaro,PE,-14.9167,-70.2167,57.52,15,58,13.27,broken clouds
378,Bubaque,GW,11.2833,-15.8333,78.75,77,97,6.13,overcast clouds
379,Puerto Carreno,CO,6.189,-67.4859,84.18,74,20,5.75,few clouds
380,Norsup,VU,-16.0667,167.3833,79.99,77,12,18.3,few clouds
381,Paro,BT,27.4305,89.4133,61.29,94,96,2.73,overcast clouds
382,Aksarka,RU,66.5606,67.7975,40.95,73,100,7.7,overcast clouds
383,College,US,64.8569,-147.8028,73.72,60,40,4.61,smoke
384,Derzhavinsk,KZ,51.1,66.3167,62.17,74,100,16.31,overcast clouds
385,Manoharpur,IN,27.3,75.95,86.09,67,76,2.48,broken clouds
386,Baoro,CF,5.6667,15.9667,67.37,93,58,1.03,broken clouds
387,Seddon,AU,-37.8068,144.8916,47.86,89,1,7.0,clear sky
388,Nkowakowa,ZA,-23.8878,30.2871,60.93,58,0,4.27,clear sky
389,Sibiti,CG,-3.6819,13.3499,71.22,64,35,3.96,scattered clouds
390,Malanje,AO,-9.5402,16.341,65.68,30,0,2.93,clear sky
391,Dukat,RU,62.55,155.55,53.76,70,86,2.26,overcast clouds
392,Floro,NO,61.5996,5.0328,56.23,88,75,18.41,broken clouds
393,El Jicaro,GT,14.9167,-89.9,87.33,94,100,0.36,overcast clouds
394,Wilmington,US,34.2257,-77.9447,91.94,60,91,11.43,light rain
395,Borogontsy,RU,62.6683,131.1683,71.19,61,19,7.05,few clouds
396,Svarstad,NO,59.399,9.9698,62.94,51,6,1.99,clear sky
397,Kihei,US,20.785,-156.4656,82.42,75,40,25.32,scattered clouds
398,Comodoro Rivadavia,AR,-45.8667,-67.5,46.26,42,0,9.22,clear sky
399,Ripoll,ES,42.2006,2.1903,77.43,63,98,3.18,light rain
400,Sinnar,SD,13.5691,33.5672,77.77,70,91,19.39,light rain
401,Beloha,MG,-25.1667,45.05,61.3,61,0,5.64,clear sky
402,Innisfail,AU,-17.5333,146.0333,65.52,94,100,6.76,light rain
403,Solnechnyy,RU,50.7214,136.6319,68.85,93,19,2.57,few clouds
404,Casa Grande,US,32.8795,-111.7573,107.78,16,0,13.8,clear sky
405,Polis,CY,35.0367,32.4264,78.62,58,0,3.09,clear sky
406,Antofagasta,CL,-23.65,-70.4,58.28,76,18,6.4,few clouds
407,Vredendal,ZA,-31.6683,18.5012,51.66,88,0,1.01,clear sky
408,Lac-Megantic,CA,45.5834,-70.8823,70.56,44,69,11.77,broken clouds
409,Pombas,CV,17.1503,-25.0201,74.98,76,76,13.82,broken clouds
410,Cap-Haitien,HT,19.7578,-72.2042,82.35,65,75,11.5,broken clouds
411,Torbay,CA,47.6666,-52.7314,68.88,81,75,16.11,broken clouds
412,Araouane,ML,18.9048,-3.5265,96.8,22,21,20.69,few clouds
413,Ancud,CL,-41.8697,-73.8203,43.23,86,100,17.76,moderate rain
414,Elsfleth,DE,53.2375,8.4566,62.26,88,30,5.26,scattered clouds
415,Abalak,RU,58.1286,68.5944,49.44,96,100,8.86,overcast clouds
416,Sao Joao Da Barra,BR,-21.6403,-41.0511,77.09,82,0,14.97,clear sky
417,Lins,BR,-21.6786,-49.7425,75.92,34,0,4.85,clear sky
418,Palana,RU,59.1167,159.9667,46.08,81,99,2.13,overcast clouds
419,San Jose,US,37.3394,-121.895,76.89,51,75,11.5,broken clouds
420,Caldas Novas,BR,-17.7417,-48.625,73.02,35,38,7.09,scattered clouds
421,Gazanjyk,TM,39.2446,55.5154,74.5,35,99,13.8,overcast clouds
422,Mingrelskaya,RU,45.0134,38.3379,66.22,76,1,3.89,clear sky
423,La Romana,DO,18.4273,-68.9728,82.76,89,100,9.22,overcast clouds
424,Olavarria,AR,-36.8927,-60.3225,46.69,31,89,5.86,overcast clouds
425,Cidreira,BR,-30.1811,-50.2056,61.41,93,100,13.2,overcast clouds
426,San Policarpo,PH,12.1791,125.5072,80.47,82,100,7.16,overcast clouds
427,Beecher,US,43.09,-83.6944,85.75,39,75,4.61,broken clouds
428,Puerto Escondido,MX,15.85,-97.0667,86.83,58,100,10.36,overcast clouds
429,Kodinsk,RU,58.6881,99.1844,50.88,97,41,3.33,scattered clouds
430,Taoudenni,ML,22.6783,-3.9836,102.65,14,66,6.49,broken clouds
431,Zhanaozen,KZ,43.3,52.8,64.44,62,0,15.73,clear sky
432,Vilcun,CL,-38.65,-72.2333,47.14,83,29,7.18,scattered clouds
433,Najran,SA,17.4924,44.1277,90.25,45,100,6.76,overcast clouds
434,Tacoronte,ES,28.4769,-16.4102,66.16,81,75,17.27,broken clouds
435,Batagay-Alyta,RU,67.8006,130.4114,66.2,53,95,2.71,overcast clouds
436,Lucapa,AO,-8.4192,20.7447,68.56,32,2,3.76,clear sky
437,Asau,RO,46.4333,26.4,74.32,86,37,3.8,scattered clouds
438,Horsham,GB,51.064,-0.3272,66.31,67,20,6.91,few clouds
439,Nalut,LY,30.3333,10.85,87.96,18,0,13.15,clear sky
440,San Angelo,US,31.4638,-100.437,95.22,36,0,18.41,clear sky
441,Zhangye,CN,38.9342,100.4517,71.83,40,53,0.87,broken clouds
442,Chabahar,IR,25.2919,60.643,83.3,84,100,7.99,overcast clouds
443,Bathsheba,BB,13.2167,-59.5167,84.81,84,40,21.85,scattered clouds
444,Chicama,PE,-7.8447,-79.1469,63.14,65,8,9.57,clear sky
445,Kamenka,RU,51.3223,42.7678,59.09,86,4,5.61,clear sky
446,Puerto Colombia,CO,10.9878,-74.9547,87.89,77,42,12.95,scattered clouds
447,Bail Hongal,IN,15.8167,74.8667,72.41,83,100,15.39,overcast clouds
448,Wanning,CN,18.8003,110.3967,80.69,87,100,11.18,overcast clouds
449,Marystown,CA,47.1666,-55.1483,63.86,100,100,7.0,overcast clouds
450,Achi,CO,8.5682,-74.554,88.09,67,79,2.19,broken clouds
451,Katangli,RU,51.7102,143.2326,55.4,82,36,8.97,scattered clouds
452,Sola,VU,-13.8833,167.55,80.19,78,55,24.85,broken clouds
453,Mahon,ES,39.8885,4.2658,77.56,88,0,10.36,clear sky
454,Hirara,JP,24.8,125.2833,83.28,74,97,7.2,overcast clouds
455,Port Hardy,CA,50.6996,-127.4199,59.18,82,100,4.61,overcast clouds
456,Noto,IT,36.8901,15.0693,79.79,61,3,4.63,clear sky
457,Geraldton,AU,-28.7667,114.6,41.41,75,0,10.36,clear sky
458,Cumpas,MX,29.9833,-109.7833,91.94,36,28,4.63,scattered clouds
459,Ambilobe,MG,-13.2,49.05,67.73,71,13,5.77,few clouds
460,Ochamchira,GE,42.7121,41.4721,64.47,79,4,7.4,clear sky
461,Elko,US,41.0002,-115.5012,82.06,12,100,14.0,overcast clouds
462,Tautira,PF,-17.7333,-149.15,76.78,67,58,9.93,broken clouds
463,Saint-Francois,FR,46.4154,3.9054,72.84,56,0,4.61,clear sky
464,Tulun,RU,54.5611,100.5792,57.58,68,100,2.66,overcast clouds
465,Lubango,AO,-14.9172,13.4925,54.77,50,0,3.78,clear sky
466,Murdochville,CA,48.9583,-65.5006,54.48,36,28,12.24,scattered clouds
467,Itoman,JP,26.1247,127.6694,80.98,96,75,9.22,broken clouds
468,Parauna,BR,-16.9478,-50.4486,76.21,29,52,6.42,broken clouds
469,Aljezur,PT,37.3191,-8.8033,65.57,83,65,8.16,broken clouds
470,La Palma,US,33.8464,-118.0467,89.19,60,0,10.36,clear sky
471,Ikongo,MG,-21.8833,47.4333,55.26,88,11,3.18,few clouds
472,Hovd,MN,48.0056,91.6419,54.93,56,24,1.14,few clouds
473,Klyuchi,RU,52.2667,79.1667,58.24,67,0,6.11,clear sky
474,Fukue,JP,32.6881,128.8419,77.07,92,88,23.53,overcast clouds
475,Qaqortoq,GL,60.7167,-46.0333,46.98,87,100,5.84,overcast clouds
476,Rezina,MD,47.7492,28.9622,66.09,85,3,4.94,clear sky
477,Tolaga Bay,NZ,-38.3667,178.3,49.98,74,0,5.08,clear sky
478,Tortoli,IT,39.9256,9.6572,78.62,94,0,6.91,clear sky
479,Nuuk,GL,64.1835,-51.7216,63.21,42,75,8.05,broken clouds
480,Turukhansk,RU,65.8167,87.9833,52.34,89,100,8.43,overcast clouds
481,Swift Current,CA,50.2834,-107.8014,70.61,64,75,12.66,broken clouds
482,Berdigestyakh,RU,62.0989,126.6992,67.98,88,21,4.56,few clouds
483,Sakaiminato,JP,35.55,133.2333,78.78,94,75,2.3,broken clouds
484,Inirida,CO,3.8653,-67.9239,83.53,78,48,1.21,scattered clouds
485,Novosokolniki,RU,56.3463,30.1578,63.68,97,34,4.61,light rain
486,Ulagan,RU,50.6321,87.9563,44.46,89,76,0.87,broken clouds
487,Richards Bay,ZA,-28.783,32.0377,65.21,46,0,5.28,clear sky
488,Tandalti,SD,13.0167,31.8667,78.44,68,100,12.93,overcast clouds
489,Pozo Colorado,PY,-23.4923,-58.7972,84.22,43,24,4.79,few clouds
490,Atambua,ID,-9.1061,124.8925,73.15,88,100,5.66,overcast clouds
491,Baherden,TM,38.4362,57.4316,76.3,32,5,12.59,clear sky
492,Mukhen,RU,48.1,136.1,68.49,98,100,3.0,overcast clouds
493,Cotonou,BJ,6.3654,2.4183,78.78,83,20,11.5,few clouds
494,Phan Thiet,VN,10.9333,108.1,77.34,90,90,7.47,overcast clouds
495,Taiobeiras,BR,-15.8078,-42.2331,66.69,40,5,6.31,clear sky
496,Juba,SS,4.8517,31.5825,68.67,91,82,1.39,broken clouds
497,Ishigaki,JP,24.3448,124.1572,80.73,94,99,2.3,overcast clouds
498,Irbeyskoye,RU,55.6428,95.4522,50.29,94,12,3.29,few clouds
499,Pudozh,RU,61.8099,36.5345,63.34,77,29,3.51,scattered clouds
500,Palmas,BR,-10.2128,-48.3603,89.47,35,0,10.36,clear sky
501,Alofi,NU,-19.0595,-169.9187,76.89,83,40,6.91,scattered clouds
502,Taguatinga,BR,-12.3857,-46.5711,81.37,25,3,6.69,clear sky
503,Beipiao,CN,41.7919,120.7792,68.81,95,100,4.12,overcast clouds
504,Ekhabi,RU,53.5102,142.9671,62.91,60,83,5.53,broken clouds
505,Lovozero,RU,68.005,35.0117,65.93,73,93,6.35,overcast clouds
506,Hattiesburg,US,31.3271,-89.2903,95.32,58,20,5.75,light rain
507,Bowen,AU,-20.0167,148.2333,60.62,91,100,8.81,light rain
508,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,75.81,85,98,15.95,overcast clouds
509,Sauda,NO,59.6506,6.3542,59.68,94,76,3.8,broken clouds
510,Negombo,LK,7.2083,79.8358,80.65,83,40,4.61,scattered clouds
511,Tilichiki,RU,60.4667,166.1,47.97,87,100,5.5,overcast clouds
512,Careiro Da Varzea,BR,-3.2003,-59.8119,83.03,66,75,4.16,broken clouds
513,Vangaindrano,MG,-23.35,47.6,65.46,77,51,4.05,broken clouds
514,Marawi,PH,7.9986,124.2928,69.06,93,63,2.51,broken clouds
515,Itanagar,IN,27.1,93.6167,75.06,96,95,2.73,overcast clouds
516,Ruteng,ID,-8.6136,120.4721,61.39,93,77,1.34,light rain
517,Zhigansk,RU,66.7697,123.3711,65.21,65,50,15.99,scattered clouds
518,Kahului,US,20.8947,-156.47,82.42,72,40,25.32,scattered clouds
519,Ohara,JP,35.25,140.3833,76.91,85,100,14.03,overcast clouds
520,Mae Chan,TH,20.1467,99.8526,76.66,99,100,1.12,overcast clouds
521,Guerrero,MX,17.6667,-100.0,84.24,44,69,3.51,broken clouds
522,Maragogi,BR,-9.0122,-35.2225,75.4,86,95,16.26,overcast clouds
523,Ranong,TH,9.9658,98.6348,79.86,88,100,12.01,overcast clouds
524,Gulu,UG,2.7746,32.299,65.95,76,78,5.01,broken clouds
525,Carutapera,BR,-1.195,-46.02,76.77,89,94,8.57,overcast clouds
526,Timizart,DZ,36.8,4.2667,82.29,41,66,2.13,broken clouds
527,Havelock,US,34.8791,-76.9013,94.95,76,40,9.22,scattered clouds
528,Egvekinot,RU,66.3167,-179.1667,42.17,76,97,4.03,overcast clouds
529,Micheweni,TZ,-4.9667,39.8333,73.92,83,11,13.15,light rain
530,Naze,JP,28.3667,129.4833,77.92,88,100,19.37,overcast clouds
531,Pemberton,CA,50.3164,-122.8027,60.49,83,100,3.8,overcast clouds
532,Lashio,MM,22.9333,97.75,69.12,100,100,0.36,overcast clouds
533,Sumbe,AO,-11.2061,13.8437,67.82,90,17,6.31,few clouds
534,Wilkie,CA,52.4168,-108.7014,66.88,60,95,4.63,overcast clouds
535,Akureyri,IS,65.6835,-18.0878,44.53,81,100,18.41,overcast clouds
536,Dingzhou,CN,38.5131,114.9956,75.31,95,92,5.1,overcast clouds
537,Ushtobe,KZ,45.2514,77.9838,74.35,20,100,10.94,overcast clouds
538,Gobabis,NA,-22.45,18.9667,55.24,42,61,10.38,broken clouds
539,Havoysund,NO,70.9963,24.6622,53.83,92,53,9.44,broken clouds
540,Camacha,PT,33.0833,-16.3333,65.62,77,40,12.66,scattered clouds
541,Kidal,ML,18.4411,1.4078,95.92,17,21,8.88,few clouds
542,Nisia Floresta,BR,-6.0911,-35.2086,75.58,95,100,9.01,light rain
543,Mega,ET,4.05,38.3,58.32,69,81,9.71,broken clouds
544,Tigil,RU,57.8,158.6667,48.38,96,100,1.63,moderate rain
545,Snezhnogorsk,RU,69.1933,33.2531,67.78,93,100,1.88,overcast clouds
546,Bourail,NC,-21.5667,165.4833,72.59,83,76,6.11,broken clouds
547,San Patricio,US,28.017,-97.5169,97.16,42,33,17.2,scattered clouds
548,Cuyo,PH,10.8525,121.0086,84.06,75,99,3.06,overcast clouds
549,Ilo,PE,-17.6394,-71.3375,61.03,76,99,3.4,overcast clouds
550,Chernyshevskiy,RU,63.0128,112.4714,56.46,88,20,10.6,few clouds
551,Morozovsk,RU,48.3539,41.8261,65.41,65,31,7.45,scattered clouds
552,Omaruru,NA,-21.4333,15.9333,59.99,34,0,5.35,clear sky
553,Surgut,RU,61.25,73.4167,51.98,87,0,8.99,clear sky
554,Uddevalla,SE,58.3478,11.9424,63.07,88,90,3.58,overcast clouds
555,Vanavara,RU,60.34,102.2797,50.65,95,2,5.23,clear sky
556,Kabalo,CD,-6.05,26.9167,74.62,41,0,4.7,clear sky
557,Fort Nelson,CA,58.8053,-122.7002,78.39,29,20,4.61,few clouds
558,Kropotkin,RU,45.4375,40.5756,68.72,45,95,3.91,overcast clouds
559,Lavumisa,SZ,-27.31,31.892,61.99,52,0,4.45,clear sky
560,Luis Correia,BR,-2.8792,-41.6669,84.2,79,75,11.5,broken clouds
561,Ashland,US,40.8167,-82.2665,84.74,40,0,4.34,clear sky
562,Acapulco,MX,16.8634,-99.8901,85.82,79,100,13.8,overcast clouds
563,Sur,OM,22.5667,59.5289,87.46,67,100,11.25,overcast clouds
564,Mayo,US,38.8876,-76.5119,90.36,57,0,3.0,clear sky
565,Ribeira Brava,PT,32.65,-17.0667,71.71,84,82,2.95,broken clouds
566,San Andres,CO,12.5847,-81.7006,84.22,79,75,10.36,broken clouds
567,Unai,BR,-16.3575,-46.9061,72.66,40,9,4.99,clear sky
568,Aktas,KZ,49.7789,72.9608,74.95,27,98,16.37,overcast clouds
569,Kushima,JP,31.4583,131.2333,75.83,97,100,7.78,heavy intensity rain
570,Borisoglebskiy,RU,57.2586,39.1508,62.73,84,74,4.79,broken clouds
571,Pathardi,IN,19.1667,75.1833,75.67,80,100,14.61,moderate rain
572,Olinda,BR,-8.0089,-34.8553,80.33,78,75,14.97,broken clouds
573,Sidney,AU,-33.8679,151.2073,60.71,80,75,27.63,light intensity shower rain
574,Nouadhibou,MR,20.931,-17.0347,69.78,78,0,20.71,clear sky
575,Pyshchug,RU,58.8873,45.7134,52.99,86,34,3.71,scattered clouds
576,Springbok,ZA,-29.6643,17.8865,42.71,85,0,2.17,clear sky
577,Panaba,MX,21.2833,-88.2667,91.96,48,52,20.15,broken clouds
578,Port-Cartier,CA,50.0334,-66.8654,62.28,78,98,7.4,light rain
579,Marzuq,YE,14.4,46.4667,84.2,31,70,5.23,broken clouds
580,Anchorage,US,61.2181,-149.9003,73.85,57,0,6.91,clear sky
581,Gravata,BR,-8.2011,-35.5647,68.11,94,100,13.38,overcast clouds
582,Conceicao Do Araguaia,BR,-8.2578,-49.2647,87.46,41,88,3.71,overcast clouds
583,Markala,ML,13.7021,-6.0659,87.1,51,87,11.92,overcast clouds
584,Maniitsoq,GL,65.4167,-52.9,48.13,69,65,10.92,broken clouds
585,Shelburne,CA,44.0787,-80.2041,72.9,49,1,10.33,clear sky
586,San Quintin,MX,30.4833,-115.95,71.11,64,0,20.18,clear sky
587,Port Lincoln,AU,-34.7333,135.8667,54.41,68,100,10.16,overcast clouds
588,Catamarca,AR,-28.4696,-65.7852,66.78,33,1,4.0,clear sky
589,Kutahya,TR,39.4242,29.9833,58.51,55,0,4.52,clear sky
590,Oudtshoorn,ZA,-33.5907,22.2014,50.36,90,8,2.1,clear sky
591,Zyryanka,RU,65.75,150.85,65.61,47,100,4.52,overcast clouds
592,Santa Maria,BR,-29.6842,-53.8069,56.5,88,100,11.5,overcast clouds
593,Touros,BR,-5.1989,-35.4608,74.43,93,100,8.46,heavy intensity rain
594,Funadhoo,MV,6.15,73.2667,81.32,75,100,11.36,light rain
595,Cozumel,MX,20.5083,-86.9458,89.67,72,40,8.05,scattered clouds
596,Juneau,US,58.3019,-134.4197,76.1,76,75,9.22,broken clouds
597,Buluang,PH,13.3068,123.3425,77.59,87,100,3.15,light rain
598,Flinders,AU,-34.5833,150.8552,60.19,91,100,8.99,light rain
599,Payo,ID,-3.7508,103.6372,71.91,98,93,2.39,overcast clouds
600,South Lake Tahoe,US,38.9332,-119.9844,73.8,29,0,6.91,clear sky
601,Cairns,AU,-16.9167,145.7667,68.07,96,100,4.61,overcast clouds
602,General Roca,AR,-39.0333,-67.5833,54.63,34,72,12.93,broken clouds
603,Camacupa,AO,-12.0167,17.4833,59.11,40,0,3.06,clear sky
604,Pangai,TO,-19.8,-174.35,73.51,94,75,6.91,light intensity shower rain
605,Mangrol,IN,21.1167,70.1167,83.17,81,94,17.4,overcast clouds
606,Muyezerskiy,RU,63.9333,31.65,66.11,84,92,1.88,overcast clouds
607,La Ronge,CA,55.1001,-105.2842,70.05,43,75,11.5,broken clouds
608,Kwinana,AU,-32.25,115.7667,48.15,47,0,14.81,clear sky
609,Along,IN,28.1667,94.7667,74.53,98,47,1.45,scattered clouds
610,Langsa,ID,4.4683,97.9683,74.3,96,100,2.24,overcast clouds
611,Podgorica,ME,42.4411,19.2636,83.98,39,40,2.3,scattered clouds
612,Port Shepstone,ZA,-30.7414,30.455,66.16,42,0,7.09,clear sky
613,Ust-Koksa,RU,50.2696,85.6108,43.95,86,2,1.3,clear sky
614,Grindavik,IS,63.8424,-22.4338,53.55,87,75,20.71,broken clouds
615,Igarka,RU,67.4667,86.5833,48.47,77,78,16.96,broken clouds
616,Yanam,IN,16.7333,82.2167,76.57,94,100,5.86,overcast clouds
617,De Aar,ZA,-30.6497,24.0123,51.51,61,0,3.11,clear sky
618,Hede,CN,33.7681,120.2517,75.09,93,100,5.7,overcast clouds
619,Caraballeda,VE,10.6112,-66.8522,86.07,84,40,5.75,scattered clouds
620,Hit,IQ,33.6416,42.8251,95.05,8,0,18.97,clear sky
621,Ariquemes,BR,-9.9133,-63.0408,89.58,42,68,3.67,broken clouds
622,Jaciara,BR,-15.9653,-54.9683,83.91,31,69,2.3,broken clouds
623,Tuy Hoa,VN,13.0833,109.3,81.46,72,100,11.34,overcast clouds
624,Dedza,MW,-14.3779,34.3332,52.03,63,0,1.57,clear sky
625,Dickinson,US,29.4608,-95.0513,98.1,64,40,9.22,scattered clouds
626,Penzance,GB,50.1186,-5.5371,59.68,78,6,9.22,clear sky
627,Cascais,PT,38.6979,-9.4215,69.66,73,20,10.0,few clouds
628,Gonbad-E Qabus,IR,37.25,55.1672,75.11,64,4,11.5,clear sky
629,Miles City,US,46.4083,-105.8406,90.59,32,3,11.7,clear sky
630,Whitehorse,CA,60.7161,-135.0538,78.03,33,20,11.5,few clouds
631,Sioux Lookout,CA,50.1001,-91.917,71.67,40,75,3.44,broken clouds
632,Singaraja,ID,-8.112,115.0882,78.84,81,84,3.85,broken clouds
633,Nuevo Progreso,MX,23.1667,-97.95,93.54,48,97,5.99,overcast clouds
634,Berbera,SO,10.4396,45.0143,90.64,39,47,28.12,scattered clouds
635,Taitung,TW,22.7583,121.1444,79.92,85,100,4.52,overcast clouds
636,Waingapu,ID,-9.6567,120.2641,76.3,88,94,7.54,overcast clouds
637,Belaya Gora,RU,68.5333,146.4167,61.99,57,100,5.53,overcast clouds
638,Ponta Delgada,PT,37.7333,-25.6667,66.92,68,20,12.66,few clouds
639,Seoul,KR,37.5683,126.9778,76.6,86,0,3.44,clear sky
640,Edd,ER,13.9297,41.6925,88.45,62,55,7.14,broken clouds
641,Padilla,CO,3.2204,-76.3139,85.57,65,63,1.95,broken clouds
642,Acari,PE,-15.4311,-74.6158,69.93,60,38,7.34,scattered clouds
643,Cortez,US,37.3489,-108.5859,78.69,39,100,3.44,overcast clouds
644,Imeni Stepana Razina,RU,54.8932,44.2963,55.29,92,30,5.75,scattered clouds
645,Dunmore East,IE,52.1514,-6.9861,59.68,78,75,3.44,broken clouds
646,Portland,US,45.5234,-122.6762,71.83,59,75,9.22,broken clouds
647,Vila Velha,BR,-20.3297,-40.2925,76.95,84,0,10.36,clear sky
648,Coquimbo,CL,-29.9533,-71.3436,60.53,63,0,13.8,clear sky
649,Qui Nhon,VN,13.7667,109.2333,82.18,73,100,5.23,overcast clouds
650,Solginskiy,RU,61.05,41.3428,57.13,76,0,2.86,clear sky
651,Catuday,PH,16.2923,119.8062,81.16,79,100,10.74,overcast clouds
652,Lima,PE,-12.0432,-77.0282,59.25,77,100,8.05,overcast clouds
653,Narasannapeta,IN,18.4167,84.05,82.44,78,100,6.53,overcast clouds
654,Alpena,US,45.0617,-83.4327,71.92,57,0,13.8,clear sky
655,Nizwa,OM,22.9333,57.5333,94.03,34,96,5.28,overcast clouds
656,Marevo,RU,57.3146,32.0804,65.03,92,100,2.28,overcast clouds
657,Taltal,CL,-25.4,-70.4833,59.79,77,26,4.32,scattered clouds
658,Tuatapere,NZ,-46.1333,167.6833,38.3,87,10,5.53,clear sky
659,Tandil,AR,-37.3217,-59.1332,49.68,33,81,6.93,broken clouds
660,Alyangula,AU,-13.8483,136.4192,68.81,65,93,20.71,overcast clouds
661,Krasnogorskoye,RU,52.2953,86.1979,50.2,86,9,3.53,clear sky
662,Maningrida,AU,-12.0667,134.2667,64.29,73,78,15.37,broken clouds
663,Yakeshi,CN,49.2833,120.7333,69.19,62,87,4.38,overcast clouds
664,Port Hedland,AU,-20.3167,118.5667,55.45,35,94,11.5,overcast clouds
665,Berlevag,NO,70.8578,29.0864,55.4,88,100,9.22,overcast clouds
666,Ati,TD,13.2154,18.3353,84.45,53,21,9.15,few clouds
667,Chardara,KZ,41.2547,67.9692,80.73,28,0,8.59,clear sky
668,Saint-Pierre,RE,-21.3393,55.4781,71.91,82,40,20.71,scattered clouds
669,Mogadishu,SO,2.0371,45.3438,76.51,81,100,20.8,overcast clouds
670,Doctor Arroyo,MX,23.6667,-100.1833,84.09,25,59,7.83,broken clouds
671,Ola,RU,59.5833,151.2833,56.48,63,100,2.75,overcast clouds
672,Gberia Fotombu,SL,9.8833,-11.1667,70.5,97,98,4.99,moderate rain
673,Buin,CL,-33.7333,-70.75,52.74,51,100,2.15,overcast clouds
674,Yeppoon,AU,-23.1333,150.7333,53.38,94,100,8.12,overcast clouds
675,Jamsa,FI,61.8642,25.19,61.52,72,2,4.99,clear sky
676,Bressuire,FR,46.9167,-0.5,62.64,57,98,8.61,overcast clouds
677,Fundacion,CO,10.5207,-74.185,89.96,69,93,7.14,overcast clouds
678,Menongue,AO,-14.6585,17.691,53.53,49,20,3.56,few clouds
679,Hibbing,US,47.4272,-92.9377,76.42,56,100,6.91,overcast clouds
680,Mahibadhoo,MV,3.7833,72.9667,82.49,74,100,16.31,overcast clouds
681,Bologoye,RU,57.8799,34.1068,63.54,85,90,4.38,overcast clouds
682,Opotiki,NZ,-38.0833,177.2833,47.25,79,8,4.79,clear sky
683,Asheville,US,35.6009,-82.554,79.3,83,75,5.75,broken clouds
684,Rock Springs,US,41.5875,-109.2029,85.23,26,0,26.46,clear sky
685,Paraisopolis,BR,-22.5542,-45.78,62.87,64,0,3.11,clear sky
686,Skowhegan,US,44.7651,-69.7192,81.45,41,53,10.09,broken clouds
687,Potsdam,DE,52.3989,13.0657,78.35,53,80,7.38,broken clouds
688,Champerico,GT,14.3,-91.9167,84.74,86,100,14.56,overcast clouds
689,Svobodnyy,RU,51.4,128.1333,69.35,86,15,4.59,few clouds
690,Cobija,BO,-11.0267,-68.7692,89.78,58,75,3.44,broken clouds
691,Ciudad Bolivar,VE,8.1222,-63.5497,84.18,68,81,12.95,broken clouds
692,Boguchany,RU,58.3814,97.4531,50.86,97,31,3.65,scattered clouds
693,Kloulklubed,PW,7.0419,134.2556,75.7,83,100,8.34,overcast clouds
694,Gorontalo,ID,0.5412,123.0595,75.76,95,96,2.93,overcast clouds
695,Tochio,JP,37.4667,139.0,75.54,93,100,2.01,overcast clouds
696,Zhaozhou,CN,45.6833,125.3167,71.73,95,83,10.0,broken clouds
